"objet,""id_objet"",""id_forum"",""Date"",""Heure"",""Titre"",""Texte"",""Auteur"",""Email"",""Statut""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991399"",""02/08/2023"",""18:52"",""Xémes réformes"",""Plutôt favorable seul bémol sur l'utilisation des chevrotines qui blessent bien plus qu'une balle. La distance de tir est tres importante . Quant au degats j'ai toujours trouvé injuste qu'ils soit a la charge des chasseurs.  Je chasse depuis 54 ans et je trouve inadmissible que l'on paye des degats a des agriculteurs qui interdise la chasse sur leurs propriétés. Ils font partis de la france des assités. Et sous le sacro saint rendement ils ont empoisonné la nature. Plus d'insectes d'ou plus de nidification, plus de batraciens etc etc   J'habite actuellement en espagne ou après 60ans le permis est gratuit. Et l'action généralement a moins de 200&#8364";" . En france il faut baisser drastiquement les coûts pour attirer les jeunes car la catastrophe demografique chez les chasseurs arrive a grands pas.   Respect a tous "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991403"",""02/08/2023"",""18:55"",""réduction des populations de sanglier"",""Favorable a ces modifications  mais il faudra veiller à ce que les fédérations ouvre la chasse au sanglier tout les jours de la semaine cela ne doit pas rester dans certain département la chasse gardé des battues au grand chien courant, en semaine le tir à l'approche et à l'affut est a développer, ce mode de chasse est plus sur car le chasseur a le temps de voir son environnement et choisi sa zone de tir en sécurité ce qui n'est pas le cas des battues roulantes de chez nous.  Ayant été longtemps opposé à l'utilisation de la chevrotine je reviens favorable a son utilisation , c'est vrai qu'il existe un risque de ricochet mais la balle de fusil et la balle de carabine ricochent aussi bien mais surtout elles ont une portée beaucoup plus grande et donc un danger plus important pour les utilisateurs de la nature. La chevrotine s'emploi a courte distance et est beaucoup moins dangereuse au delà 30 mètres si on l'utilise correctement."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991410"",""02/08/2023"",""18:58"",""Favorable "",""Il sera plus utile d'étaler les prélèvements de manière ciblée et pas qu'en battue. Cela permettra également de gérer localement "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991411"",""02/08/2023"",""18:58"",""favorable "",""mais ,attention a la chevrotine , sa dangerosité est prouvée, donc attention a l'accroissement du nombre d'accident qui n'ira pas dans le sens de la chasse mettre l'accent sur les zones de non chasse , qui sont des lieux priviligiés pour la reproduction   cordialement"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991412"",""02/08/2023"",""18:59"",""Favorable "",""Favorable au projet pour avoir une meilleure gestion des dégâts. Pourquoi pas faire participer à l'indemnisation des dégâts les associations écologistes qui vivent de l'argent public et qui ne peuvent qu'à interdire la chasse "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991413"",""02/08/2023"",""18:59"",""Avis favorable"",""Il faut bien trouver des solutions"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991416"",""02/08/2023"",""19:01"",""Avis favorable"",""Avis favorable afin de laisser aux acteurs de terrain les outils pour contribuer à l'équilibre de la biodiversité."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991418"",""02/08/2023"",""19:02"",""Oui, mais contre l'usage de la chevrotine"",""l'agrainage n'est hélas souvent là que pour maintenir un cheptel de sangliers bien grassouillés à portée de tir sans besoin de trop chercher."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991428"",""02/08/2023"",""19:06"",""Projet du décret pour la diminution d&#8217";"indemnités pour dégâts des grands dégâts."",""Pour la diminution d&#8217";"indemnités des  dégâts grand gibier . Contre la tuerie cruelle et facile faite par la louveterie la nuit avec des 4/4 plein phare.. Pour moi abbatage sauvage et cruel."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991427"",""02/08/2023"",""19:06"",""projet relatif à la réduction des dégâts de grand gibier"",""Défavorable pour le tir à la chevrotine munition dangereuse par excellence. n'y a t il pas assez d'accident qui nuisent à la pratique apaisée de la chasse dans les campagnes. Défavorable pour les autres mesures étant entendus que les FDC et FNC jouent un double jeu si plus de chasseurs de grand gibier plus de financement car déjà plus de petit gibier ou tres peu donc si baisse du grand gibier baisse des financements. ces structures et leurs représentants se font bien voir au niveau national pour obtenir de nouveaux financements de l'état mais je suis perplexe quand à leur  réelle volonté de voir les populations de grands gibier sans compter sur l'effet gestion des stocks  de bon nombre de chasseurs qui limitent leur prélèvement pour s'assurer la présence de bon nombre d'animaux pour les années à venir j'ai bien peur que sur ce point rien ne va changer  Pour finir les indemnisations sont ridicules et tout est fait pour éviter que des tous les petits dégats répétitifs soient pris en compte (ex : dégats de sanglier sur un semis de blé récurrents durant 2 mois, comment on expertise on fait venir l'expert toutes les semaines?   "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991430"",""02/08/2023"",""19:06"",""Favorable "",""Favorable , de nouvelles possibilités qui auront un sens sur le terrain, je l'espère "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991438"",""02/08/2023"",""19:11"",""Défavorable"",""Certaines mesures sont correctes, mais l'usage de la chevrotine pose problème."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991442"",""02/08/2023"",""19:13"",""Favorable "",""Favorable. Cela permet d'avoir un nouvel outil de gestion pour l'indemnisation des dégâts. Dommage que les associations écologistes ne participent pas au paiement des dégâts avec leur dotations d'argent public "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991449"",""02/08/2023"",""19:18"",""Favorable "",""Favorable au texte.  La gestion des dégâts doit être la priorité et pas seulement pour les chasseurs. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991460"",""02/08/2023"",""19:25"",""dégâts de grand gibiers"",""Favorable. Cela permet d&#8217";avoir un nouvel outil de gestion pour l&#8217;indemnisation des dégâts. Dommage que les associations écologistes ne participent pas au paiement des dégâts avec leur dotations d&#8217;"argent public"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991461"",""02/08/2023"",""19:25"",""Avis oui mais"",""Favorable sauf pour l'usage de la chevrotine Il aurait été judicieux d'avoir un tableau de réponses avec des cases à cocher oui ou non par sujet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991462"",""02/08/2023"",""19:26"",""Défavorable"",""Le tir à la chevrotine augmente les risques d'accident et le nombre de gibiers blessés. Le tir proche des engins de récolte est loin de l'éthique de la chasse comme je la conçois."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991469"",""02/08/2023"",""19:31"",""Favorable "",""Les tirs longues distances sont trop dangereux.  L usage des chevrotines dans certains cas semble la meilleure solution.  L éducation des chasseurs au tir à la carabine devrait être dispensée par les organisateurs des battues "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991470"",""02/08/2023"",""19:31"",""favorable"",""Cela permet d&#8217";avoir un nouvel nouvel outil pour l&#8217;indemnisation des dégâts. Il faudrait, en plus, que les associations écologistes  participent au paiement des dégâts compte tenu de  leur dotations d&#8217;"argent public"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991482"",""02/08/2023"",""19:39"",""Indemnisation dégâts grand gibier"",""Favorable au texte mais grande prudence sur l'usage de la chevrotine"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991485"",""02/08/2023"",""19:39"",""Favorable "",""De nouvelles options, la chevrotine n'est pas plus dangereuse que le tir à balle dans un cadre précis et respecté. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991488"",""02/08/2023"",""19:42"",""Défavorable "",""Défavorable pour tout  chevrotine dangereux pour les dégâts faire payer les écolos ainsi que les territoires en non chasse qui offre le gîte mais avec un gibier qui en sort pour se nourrir et revient dans ces zones des qu'il est rassasier "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991491"",""02/08/2023"",""19:44"",""FAVORABLE, sans l'utilisation de chevrotines qui blessent, mais ne tuent pas !"",""TOTALEMENT FAVORABLE ! À l'exception de la chevrotine, laquelle blesse (éparpillement des grains) mais tue pas à partir de 50 m de distance sur un sanglier adulte (70 kG). Sur le marcassin à moins de 50 m probable mort ! Il est inutile et irresponsable de blesser un animal sans le prélever 'proprement'. FAVORABLE au tir de balles de fusil type 'Brenneke'/'Fier'/'Sauvestre'... depuis un mirador en tir 'fichant' à 100 m maximum, ou au tir de carabine développant à 100 m 2500 Joules minimum à l'impact  (toujours en tir 'fichant'). Sincères salutations."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991492"",""02/08/2023"",""19:45"",""Défavorable "",""Défavorable pour tout  chevrotine dangereux pour les dégâts faire payer les écolos ainsi que les territoires en non chasse qui offre le gîte mais avec un gibier qui en sort pour se nourrir et revient dans ces zones des qu'il est rassasier  Développé la chasse a l'approche Non a la prolongation de la chasse "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991507"",""02/08/2023"",""19:56"",""défavorable"",""l'étique de la chasse change beaucoup , tir du gibier au sorti des champs lors de récolte, tir sur des points d'agrainages. Le tir à la chevrotine devrait être gérer par chaque chef de battu selon la topographie du terrain et divers risques environnement. Au niveau des dégats sur culture faire peut être plus de préventif cloture ou autres ";" plutôt que d'agrainer 20m dans le bois a cotè de la culture, il vaudrait mieux nous éduquer nous chasseurs et ce respecter. NOUS NE SERONS JAMAIS TOUS D'ACCORD mais il est temps de se serrer les coudes car nos chasses et nos traditions sont en grands danger, il va falloir crééer une unité rapidement."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991510"",""02/08/2023"",""19:57"",""favorable "",""mais non a l'utilisation de la chevrotine trop dangereuse et trop 'blessante' pour le gibier faire payer les ecolos donneurs de leçons mais dont ne voit jamais sur le terrain "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991513"",""02/08/2023"",""20:00"",""Favorable !"",""Favorable à ces mesures. Il est cependant incompréhensible que les sociétés de chasse de départements envahis par les sangliers (tel que le Var) n'autorisent pas la chasse du sanglier en individuel (affût ou approche)."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991514"",""02/08/2023"",""20:02"",""défavorable au projet"",""je suis défavorable a ce projet "; chevrotine dangereuse ;" faire payer les écolos pour les dégâts de grand gibier. respectez les propriétés privée.  "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991515"",""02/08/2023"",""20:04"",""et si on changer la règle d'indemnisation....et contre la chevrotine"",""La chevrotine n'a d'intérêt en battus que sur les petite bête rousse et encore, sa blesse et c'est dangereux..... Par contre si ont arrête de payer les dégâts, les fermiers seront obliger de passer le permit de chasse pour réguler dans un premier temps (donc plus de chasseur) et comme il ne pourront travailler le jour et tenir l'affut entre l'aube et le couché de soleil ils seront obliger d'ouvrir leur territoire aux jeunes...(donc plus de chasseur)... Réfléchissez, mais dans les Haut-de-France sa fonctionnerait et rendrez la chasse accessible a plus de monde qui ont la fâcheuse tendance a raccrocher le fusils faute de territoire ou actions trop chère!"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991516"",""02/08/2023"",""20:05"",""défavorable pour tout."",""Comment fera t'on quand il n'y aura plus de gibier à détruire ? ...."","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991518"",""02/08/2023"",""20:06"",""Favorable"",""A l&#8217";exception de l&#8217;"usage de la chevrotine "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991522"",""02/08/2023"",""20:07"",""Projet de loi "",""Totalement favorable à ce projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991523"",""02/08/2023"",""20:09"",""Défavorable"",""La chevrotine entrainera trop de bêtes blessées qui mourront misérablement. Il faudrait plutôt autoriser le tir de nuit  du sanglier pour les chasseurs à partir d'un poste d'affut fixe (mirador)"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991527"",""02/08/2023"",""20:12"",""Favorable"",""A l&#8217";exception de l&#8217;"usage de la chevrotine  Tous les intervenants doivent se sentir concernés Problème serieux Il y va de la survie de la chasse"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991531"",""02/08/2023"",""20:15"",""favorable"",""favorable à ce projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991534"",""02/08/2023"",""20:17"",""favorable"",""Ok à ce projet"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991538"",""02/08/2023"",""20:21"",""Favorable "",""Une réponse pour 7 mesures en consultation.. Ce n'est pas ce qui s'appellerait 'noyer le poisson..'???"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991544"",""02/08/2023"",""20:25"",""Défavorable"",""chevrotines trop de risques de blessures et pas uniquement sur les sangliers mais aussi sur l'homme. pourquoi pas des tirs de nuit a partir d'un mirador avec règles de sécurités strictes. les tirs d'été sont dangereux dans certains départements touristiques";" trop de promeneurs qui se fichent des panneaux d'informations. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991545"",""02/08/2023"",""20:26"",""Favorable pour notre département"",""Favorable au décret pour notre département (73 et 42)"","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"article,""2888"",""991547"",""02/08/2023"",""20:27"",""Favorable sous réserve "",""Non à la chevrotine. Repartir les indemnisations entre chasseur, écolo et l&#8217";"état.  Attention à maintenir une image de qualité de la chasse auprès des non chasseurs. "","""","""",""publie""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
